TOTAL_TRIAGE_CALLS,SETTER_EMAIL_ROWS,SETTER_NAME_ROWS,NULL_SETTER_EMAIL_ROWS,NULL_SETTER_NAME_ROWS,STRATEGY_CALL_BOOKED_ROWS
4340,2337,2337,2003,2003,1293
