LEADS_WITH_MULTIPLE_TRIAGE_CALLS,LEADS_WITH_MULTIPLE_STRATEGY_CALLS,LEADS_WITH_MULTIPLE_SALES,MAX_TRIAGE_ROWS_PER_LEAD,MAX_STRATEGY_ROWS_PER_LEAD,MAX_SALES_ROWS_PER_LEAD
212,238,12,4,18,8
