INVALID_MONEY_COUNT_ROWS,INVALID_FEAR_COUNT_ROWS,INVALID_HUNG_UP_COUNT_ROWS,INVALID_LOGISTICAL_COUNT_ROWS,INVALID_NO_OBJ_COUNT_ROWS,INVALID_OTHER_COACHES_COUNT_ROWS,INVALID_PARTNER_COUNT_ROWS,INVALID_THINK_ABOUT_IT_COUNT_ROWS,INVALID_TIME_COUNT_ROWS,INVALID_TRUST_COUNT_ROWS,INVALID_VALUE_COUNT_ROWS,INVALID_NOT_LOOKING_COUNT_ROWS
0,0,0,0,0,0,0,0,0,0,0,0
