TOTAL_CALLS,MONEY_COUNT,FEAR_COUNT,HUNG_UP_COUNT,LOGISTICAL_COUNT,NO_OBJ_COUNT,OTHER_COACHES_COUNT,PARTNER_COUNT,THINK_ABT_IT_COUNT,TIME_COUNT,TRUST_COUNT,VALUE_COUNT,NOT_LOOKING_COUNT
5036,1280,154,21,384,582,36,313,599,274,207,186,129
