INVALID_MONEY_ROWS,INVALID_FEAR_ROWS,INVALID_HUNG_UP_ROWS,INVALID_LOGISTICAL_ROWS,INVALID_NO_OBJ_ROWS,INVALID_OTHER_COACHES_ROWS,INVALID_PARTNER_ROWS,INVALID_THINK_ABOUT_IT_ROWS,INVALID_TIME_ROWS,INVALID_TRUST_ROWS,INVALID_VALUE_ROWS,INVALID_NOT_LOOKING_ROWS
0,0,0,0,0,0,0,0,0,0,0,0
