TOTAL_STRATEGY_ROWS,UNIQUE_STRATEGY_CALLS,OBJECTION_POPULATED_ROWS,UNIQUE_CALLS_WITH_OBJECTIONS,CALLS_WITHOUT_OBJECTIONS
5044,5036,4793,4785,251
