TOTAL_CONTRACT_VALUE,TOTAL_CASH_COLLECTED,CONTRACT_VALUE_PER_ATTRIBUTED_SALE,CASH_COLLECTED_PER_ATTRIBUTED_SALE
2986491.00,1192089.00,13574.96,5418.59
