INVALID_LEADS_TOUCHED_ROWS,INVALID_OUTBOUND_SET_ROWS,INVALID_CLOSER_SHOW_ROWS,INVALID_OFFER_ROWS,INVALID_SALE_ROWS
0,0,0,0,0
