REPORT_ADMIN_CANCEL,REPORT_CANCEL_NURTURE,REPORT_CANCEL_NOT_INTEREST,REPORT_NO_SHOW,REPORT_STRATEGY_SHOW,REPORT_LOST
187,246,264,1313,2647,140
