TOTAL_OUTBOUND_CALLS,TOTAL_DAILY_LEADS_TOUCHED,OUTBOUND_SET,TOTAL_CLOSER_SHOW,TOTAL_OFFER,TOTAL_SALE,OVERALL_DIAL_TO_SET_RATE,OVERALL_SET_TO_SHOW_RATE,OVERALL_SHOW_TO_SALE_RATE,TOTAL_REVENUE,OVERALL_AVERAGE_ORDER_VALUE
13049,12860,2616,915,761,73,20.05,34.98,7.98,1205995.00,16520.48
