DETAILED_OUTBOUND_CALLS,SME_OUTBOUND_CALLS,DETAILED_OUTBOUND_SET,SME_OUTBOUND_SET,DETAILED_STRATEGY_SHOW_EVENTS,SME_CONVERTED_SHOW_JOURNEYS,DETAILED_SALE_EVENTS,SME_CONVERTED_SALE_JOURNEYS
13061,13049,2625,2616,1121,915,119,73
