STRATEGY_CALLS,STRATEGY_CALL_TAKEN,OFFERS_PRESENTED,TOTAL_SALES,OVERALL_SHOW_RATE,OVERALL_OFFER_RATE,OVERALL_SALE_RATE
5044,2654,2104,220,52.62,79.28,8.29
