RUN_ID,STEP_NAME,STATUS,STARTED_AT,COMPLETED_AT,DURATION_SECONDS,INBOUND_REPORT_ROWS,OUTBOUND_REPORT_ROWS,CLOSER_REPORT_ROWS,OBJECTIONS_REPORT_ROWS,ERROR_MESSAGE
95f4ad87-faa3-4b33-93c8-2c5b1a71971a,REPORT_REFRESH,SUCCESS,2026-08-03 08:56:56.861 -0700,2026-08-03 08:57:03.759 -0700,6.898,730,520,503,503,
