MONEY_ROWS,FEAR_ROWS,HUNG_UP_ROWS,LOGISTICAL_ROWS,NO_OBJECTION_ROWS,OTHER_COACHES_ROWS,PARTNER_ROWS,THINK_ABOUT_IT_ROWS,TIME_ROWS,TRUST_ROWS,VALUE_ROWS,NOT_LOOKING_ROWS
981,117,17,328,502,29,268,510,194,143,122,90
