MONEY_COUNT,FEAR_COUNT,HUNG_UP_COUNT,LOGISTICAL_COUNT,NO_OBJ_COUNT,OTHER_COACHES_COUNT,PARTNER_COUNT,THINK_ABT_IT_COUNT,TIME_COUNT,TRUST_COUNT,VALUE_COUNT,NOT_LOOKING_COUNT
978,116,17,327,500,29,268,509,192,140,122,90
