LEAD_ID,ACTIVITY_ID,ACTIVITY_AT,WRAPPED_ACTIVITIES,INSERT_DATE,UPDATE_DATE,MD5_HASH
lead_TFLoyTJH3SZqXFesDrR1PsWP4fgOjZ1L9GVkzVnt54f,acti_1SGfzXUIufEZwq0Jm0iMtsywp0619PTnY95wbR4VVYC,2026-05-05 22:36:09.481,"{
  ""ATTENDEES"": null,
  ""CREATED_BY_NAME"": ""user_880b1abc8ede92abe0654ec404f30dab"",
  ""CREATED_BY_USER"": ""user_h1TT3faXKBa2T2v1iqtYhGiJbyaWPmZBsjxIuRh90zH"",
  ""CUSTOM_ACTIVITY_ID"": ""actitype_4tEv1xumZEk9vYYs7WxYy7"",
  ""DATE_CREATED"": ""2026-05-05 22:36:09.481"",
  ""DATE_UPDATED"": ""2026-05-05 22:36:18.991"",
  ""MEETING_END_AT"": null,
  ""MEETING_STARTS_AT"": null,
  ""MEETING_STATUS"": null,
  ""STATUS_CHANGE"": ""published"",
  ""TEXT"": null,
  ""TYPE"": ""CustomActivity"",
  ""UPDATED_BY_NAME"": ""user_880b1abc8ede92abe0654ec404f30dab"",
  ""UPDATED_BY_USER"": ""user_h1TT3faXKBa2T2v1iqtYhGiJbyaWPmZBsjxIuRh90zH""
}",2026-07-09 07:09:28.958,2026-07-09 07:09:28.958,2bd7c0a5783d8b5f282622b773282e22
lead_TFXgTTf75jXcjRbyfQ7VsR9pYGlFEBjDB3iQev2hdpK,acti_P0aZ2N70qD4fS7boAJHLZ7ISboZKSNpnIalkKDLM6wG,2026-04-01 15:48:40.129,"{
  ""ATTENDEES"": null,
  ""CREATED_BY_NAME"": ""user_8cd22d8068318c61d442dcb2092ad3b3"",
  ""CREATED_BY_USER"": ""user_myWLFsY6kfsuqKjDVYzbN4qquUkpAJBnQB7l6znEzL0"",
  ""CUSTOM_ACTIVITY_ID"": ""actitype_4tEv1xumZEk9vYYs7WxYy7"",
  ""DATE_CREATED"": ""2026-04-01 15:48:40.129"",
  ""DATE_UPDATED"": ""2026-04-01 15:48:53.172"",
  ""MEETING_END_AT"": null,
  ""MEETING_STARTS_AT"": null,
  ""MEETING_STATUS"": null,
  ""STATUS_CHANGE"": ""published"",
  ""TEXT"": null,
  ""TYPE"": ""CustomActivity"",
  ""UPDATED_BY_NAME"": ""user_8cd22d8068318c61d442dcb2092ad3b3"",
  ""UPDATED_BY_USER"": ""user_myWLFsY6kfsuqKjDVYzbN4qquUkpAJBnQB7l6znEzL0""
}",2026-07-09 07:09:28.958,2026-07-09 07:09:28.958,6adf0faf070ee0dad28e1b437d71be30
lead_TFqSI6FOtJHiQ8xNin9Wq4xFMKI3i5LaN9LB93O22A9,acti_6iTAEFCRSFCpvSsyIcz2OdrdO9TXISecoXEzwmpuuDj,2026-05-29 13:16:20.456,"{
  ""ATTENDEES"": null,
  ""CREATED_BY_NAME"": ""user_4fe5a856b8d9b9e059cdc79c8d67acc1"",
  ""CREATED_BY_USER"": ""user_txrVKyfEn4qRAb8ZmNDI1D6ex9CL74iJFWiSRls84nY"",
  ""CUSTOM_ACTIVITY_ID"": ""actitype_4tEv1xumZEk9vYYs7WxYy7"",
  ""DATE_CREATED"": ""2026-05-29 13:16:20.456"",
  ""DATE_UPDATED"": ""2026-05-29 14:00:55.026"",
  ""MEETING_END_AT"": null,
  ""MEETING_STARTS_AT"": null,
  ""MEETING_STATUS"": null,
  ""STATUS_CHANGE"": ""published"",
  ""TEXT"": null,
  ""TYPE"": ""CustomActivity"",
  ""UPDATED_BY_NAME"": ""user_4fe5a856b8d9b9e059cdc79c8d67acc1"",
  ""UPDATED_BY_USER"": ""user_txrVKyfEn4qRAb8ZmNDI1D6ex9CL74iJFWiSRls84nY""
}",2026-07-09 07:09:28.958,2026-07-09 07:09:28.958,184c30f4f384a48dc5e87ede86887196
lead_TFqSI6FOtJHiQ8xNin9Wq4xFMKI3i5LaN9LB93O22A9,acti_UgVezb9XE3SH89Hl29nEuga1dXxTIMoIhe7rROvh98Q,2026-06-01 21:43:47.282,"{
  ""ATTENDEES"": null,
  ""CREATED_BY_NAME"": ""user_32a33383a503111c070dc2a0eb60bec6"",
  ""CREATED_BY_USER"": ""user_dvIiSWcGaEUwdQTi3Fbj4kWXdu6rZRsakybH2zcVMti"",
  ""CUSTOM_ACTIVITY_ID"": ""actitype_2VcSfZQX6FeIL8kkxy48C2"",
  ""DATE_CREATED"": ""2026-06-01 21:43:47.282"",
  ""DATE_UPDATED"": ""2026-06-01 21:44:31.255"",
  ""MEETING_END_AT"": null,
  ""MEETING_STARTS_AT"": null,
  ""MEETING_STATUS"": null,
  ""STATUS_CHANGE"": ""published"",
  ""TEXT"": null,
  ""TYPE"": ""CustomActivity"",
  ""UPDATED_BY_NAME"": ""user_32a33383a503111c070dc2a0eb60bec6"",
  ""UPDATED_BY_USER"": ""user_dvIiSWcGaEUwdQTi3Fbj4kWXdu6rZRsakybH2zcVMti""
}",2026-07-09 07:09:28.958,2026-07-09 07:09:28.958,d4a34dba0c4128275d29fbc38c353a76
lead_TGa9ywnxHZk0BhghZoBd6Be2ivMHzfiHWafClvkPoQN,acti_SsKlUO0wetVzfI1L4LXvmHtiYFkhsI9evjbuyxqAzFJ,2026-06-08 03:31:00.968,"{
  ""ATTENDEES"": null,
  ""CREATED_BY_NAME"": ""user_ff3722657d1610e173197c1425edd5ab"",
  ""CREATED_BY_USER"": ""user_9dlTLS8pMYOePFZ0cU22V0WWI3QL4LMZVjQHTolrvIS"",
  ""CUSTOM_ACTIVITY_ID"": ""actitype_4tEv1xumZEk9vYYs7WxYy7"",
  ""DATE_CREATED"": ""2026-06-08 03:31:00.968"",
  ""DATE_UPDATED"": ""2026-06-08 03:31:11.473"",
  ""MEETING_END_AT"": null,
  ""MEETING_STARTS_AT"": null,
  ""MEETING_STATUS"": null,
  ""STATUS_CHANGE"": ""published"",
  ""TEXT"": null,
  ""TYPE"": ""CustomActivity"",
  ""UPDATED_BY_NAME"": ""user_ff3722657d1610e173197c1425edd5ab"",
  ""UPDATED_BY_USER"": ""user_9dlTLS8pMYOePFZ0cU22V0WWI3QL4LMZVjQHTolrvIS""
}",2026-07-09 07:09:28.958,2026-07-09 07:09:28.958,7c4624a85d4fec7e22c3c01f647d29de
lead_TGwkj0H0pgrVgRlNS19mpVC1Sg1leU6yHDEksLnNQ11,acti_2UrhgAWAOClnEuMMmyd5SfwEcFZ3e1lPI4gtY6oqr3q,2026-04-07 19:07:20.937,"{
  ""ATTENDEES"": null,
  ""CREATED_BY_NAME"": ""user_e3c43c22e7f8f1802c89cf46498f92d0"",
  ""CREATED_BY_USER"": ""user_hWYnuvufrouzVM485rd8PbRMC7atuu60oW2LuQluV9l"",
  ""CUSTOM_ACTIVITY_ID"": ""actitype_38341SWOKRkRHHAqWEqSJu"",
  ""DATE_CREATED"": ""2026-04-07 19:07:20.937"",
  ""DATE_UPDATED"": ""2026-04-07 19:08:26.743"",
  ""MEETING_END_AT"": null,
  ""MEETING_STARTS_AT"": null,
  ""MEETING_STATUS"": null,
  ""STATUS_CHANGE"": ""published"",
  ""TEXT"": null,
  ""TYPE"": ""CustomActivity"",
  ""UPDATED_BY_NAME"": ""user_e3c43c22e7f8f1802c89cf46498f92d0"",
  ""UPDATED_BY_USER"": ""user_hWYnuvufrouzVM485rd8PbRMC7atuu60oW2LuQluV9l""
}",2026-07-09 07:09:28.958,2026-07-09 07:09:28.958,6efc4e8edd564472b4f79da4e4221d8c
lead_TGwmaPCBPxfJAFEdCkICkHfzMjCxa5o8Ho9KrrgQi4b,acti_LQBjGgomYnpt5pkkNpt4n1llD8TmC6XGqpLgX7HIs5u,2026-03-24 17:11:36.820,"{
  ""ATTENDEES"": null,
  ""CREATED_BY_NAME"": ""user_eb1efaee45a59705808492017b599a88"",
  ""CREATED_BY_USER"": ""user_RoWq89U2oZOlTTfJScR9pTREnX3AAeNdKnw4YOOcYwG"",
  ""CUSTOM_ACTIVITY_ID"": ""actitype_2bBGxk2qNSjDtfe4wTCDzr"",
  ""DATE_CREATED"": ""2026-03-24 17:11:36.820"",
  ""DATE_UPDATED"": ""2026-03-24 17:11:36.820"",
  ""MEETING_END_AT"": null,
  ""MEETING_STARTS_AT"": null,
  ""MEETING_STATUS"": null,
  ""STATUS_CHANGE"": ""published"",
  ""TEXT"": null,
  ""TYPE"": ""CustomActivity"",
  ""UPDATED_BY_NAME"": ""user_eb1efaee45a59705808492017b599a88"",
  ""UPDATED_BY_USER"": ""user_RoWq89U2oZOlTTfJScR9pTREnX3AAeNdKnw4YOOcYwG""
}",2026-07-09 07:09:28.958,2026-07-09 07:09:28.958,ce3e6c3a86f598424628bc74acf5d89e
lead_TGwmaPCBPxfJAFEdCkICkHfzMjCxa5o8Ho9KrrgQi4b,acti_eWGd11GlURRdjufEL2pe1MmnNSW3I5bojc6UouKqpde,2026-04-22 16:05:11.151,"{
  ""ATTENDEES"": null,
  ""CREATED_BY_NAME"": ""user_eb1efaee45a59705808492017b599a88"",
  ""CREATED_BY_USER"": ""user_RoWq89U2oZOlTTfJScR9pTREnX3AAeNdKnw4YOOcYwG"",
  ""CUSTOM_ACTIVITY_ID"": ""actitype_2bBGxk2qNSjDtfe4wTCDzr"",
  ""DATE_CREATED"": ""2026-04-22 16:05:11.151"",
  ""DATE_UPDATED"": ""2026-04-22 16:05:11.151"",
  ""MEETING_END_AT"": null,
  ""MEETING_STARTS_AT"": null,
  ""MEETING_STATUS"": null,
  ""STATUS_CHANGE"": ""published"",
  ""TEXT"": null,
  ""TYPE"": ""CustomActivity"",
  ""UPDATED_BY_NAME"": ""user_eb1efaee45a59705808492017b599a88"",
  ""UPDATED_BY_USER"": ""user_RoWq89U2oZOlTTfJScR9pTREnX3AAeNdKnw4YOOcYwG""
}",2026-07-09 07:09:28.958,2026-07-09 07:09:28.958,1a22145e4d69c1029665922e4158b528
lead_TGwmaPCBPxfJAFEdCkICkHfzMjCxa5o8Ho9KrrgQi4b,acti_q7QVKbcjRws99FgSirzh1sHI8PzhppPrZVuI6sY0WlL,2026-05-04 16:46:30.985,"{
  ""ATTENDEES"": null,
  ""CREATED_BY_NAME"": ""user_eb1efaee45a59705808492017b599a88"",
  ""CREATED_BY_USER"": ""user_RoWq89U2oZOlTTfJScR9pTREnX3AAeNdKnw4YOOcYwG"",
  ""CUSTOM_ACTIVITY_ID"": ""actitype_2bBGxk2qNSjDtfe4wTCDzr"",
  ""DATE_CREATED"": ""2026-05-04 16:46:30.985"",
  ""DATE_UPDATED"": ""2026-05-04 16:46:30.985"",
  ""MEETING_END_AT"": null,
  ""MEETING_STARTS_AT"": null,
  ""MEETING_STATUS"": null,
  ""STATUS_CHANGE"": ""published"",
  ""TEXT"": null,
  ""TYPE"": ""CustomActivity"",
  ""UPDATED_BY_NAME"": ""user_eb1efaee45a59705808492017b599a88"",
  ""UPDATED_BY_USER"": ""user_RoWq89U2oZOlTTfJScR9pTREnX3AAeNdKnw4YOOcYwG""
}",2026-07-09 07:09:28.958,2026-07-09 07:09:28.958,45dc15a8805056af5537f4bf09dcba64
lead_TGwmaPCBPxfJAFEdCkICkHfzMjCxa5o8Ho9KrrgQi4b,acti_xb9b6kJo4wHw5zSH9megQ9nsd3ONvQJ3RrQwSx2IXqK,2026-05-26 19:22:27.709,"{
  ""ATTENDEES"": null,
  ""CREATED_BY_NAME"": ""user_eb1efaee45a59705808492017b599a88"",
  ""CREATED_BY_USER"": ""user_RoWq89U2oZOlTTfJScR9pTREnX3AAeNdKnw4YOOcYwG"",
  ""CUSTOM_ACTIVITY_ID"": ""actitype_2bBGxk2qNSjDtfe4wTCDzr"",
  ""DATE_CREATED"": ""2026-05-26 19:22:27.709"",
  ""DATE_UPDATED"": ""2026-05-26 19:22:27.709"",
  ""MEETING_END_AT"": null,
  ""MEETING_STARTS_AT"": null,
  ""MEETING_STATUS"": null,
  ""STATUS_CHANGE"": ""published"",
  ""TEXT"": null,
  ""TYPE"": ""CustomActivity"",
  ""UPDATED_BY_NAME"": ""user_eb1efaee45a59705808492017b599a88"",
  ""UPDATED_BY_USER"": ""user_RoWq89U2oZOlTTfJScR9pTREnX3AAeNdKnw4YOOcYwG""
}",2026-07-09 07:09:28.958,2026-07-09 07:09:28.958,0abaa87129952d6856c28f83aedb1cdb
