CUSTOM_ACTIVITY,TOTAL_ROWS,SETTER_ROWS,CLOSER_ROWS,CONTRACT_VALUE_ROWS,CASH_COLLECTED_ROWS,PROGRAM_ROWS
7) New Sale,270,100,112,230,230,270
