CUSTOM_ACTIVITY,TOTAL_ROWS,DATE_OF_SALE_ROWS,CONTRACT_VALUE_ROWS,CASH_COLLECTED_ROWS,PROGRAM_ROWS
7) New Sale,322,322,252,252,322
