TOTAL_ROWS,CUSTOM_ACTIVITY_SOURCE_ROWS,CUSTOM_ACTIVITY_MAPPED_ROWS,WRAPPED_ACTIVITY_ROWS,USER_ID_ROWS,USER_EMAIL_MAPPED_ROWS
1172793,38976,38976,38976,1171445,316138
