DETAILED_OUTBOUND_CALLS,SME_OUTBOUND_CALLS,DETAILED_OUTBOUND_SET,SME_OUTBOUND_SET,DETAILED_CLOSER_SHOW,SME_CLOSER_SHOW,DETAILED_TOTAL_OFFERS,SME_TOTAL_OFFERS,DETAILED_TOTAL_SALES,SME_TOTAL_SALES
13061,13061,2625,2625,1121,1121,922,922,119,119
