OUTBOUND_DIALS,OUTBOUND_TAKEN,STRATEGY_CALL_BOOKED,STRATEGY_CALL_EVENTS,STRATEGY_CALL_TAKEN,OFFERS_PRESENTED,TOTAL_SALES,OVERALL_CONNECT_RATE,OVERALL_SET_RATE
13061,8904,2625,2548,1121,922,119,68.17,20.10
